SampleID	Distance_Bin	N_Bin	N_Total	Freq	Bin_Lower	Bin_Mid	Bin_Upper
4DNFINSKEZND	(-1.78e+05,-1.72e+05]	2343	207659	0.0112829205572597	-178000	-175000	-172000
4DNFINSKEZND	(-1.72e+05,-1.68e+05]	2236	207659	0.0107676527383836	-172000	-170000	-168000
4DNFINSKEZND	(-1.68e+05,-1.62e+05]	2382	207659	0.0114707284538595	-168000	-165000	-162000
4DNFINSKEZND	(-1.62e+05,-1.58e+05]	2258	207659	0.0108735956544142	-162000	-160000	-158000
4DNFINSKEZND	(-1.58e+05,-1.52e+05]	2308	207659	0.0111143750090292	-158000	-155000	-152000
4DNFINSKEZND	(-1.52e+05,-1.48e+05]	2281	207659	0.0109843541575371	-152000	-150000	-148000
4DNFINSKEZND	(-1.48e+05,-1.42e+05]	2246	207659	0.0108158086093066	-148000	-145000	-142000
4DNFINSKEZND	(-1.42e+05,-1.38e+05]	2250	207659	0.0108350709576758	-142000	-140000	-138000
4DNFINSKEZND	(-1.38e+05,-1.32e+05]	2236	207659	0.0107676527383836	-138000	-135000	-132000
4DNFINSKEZND	(-1.32e+05,-1.28e+05]	2240	207659	0.0107869150867528	-132000	-130000	-128000
4DNFINSKEZND	(-1.28e+05,-1.22e+05]	2146	207659	0.0103342499000766	-128000	-125000	-122000
4DNFINSKEZND	(-1.22e+05,-1.18e+05]	2222	207659	0.0107002345190914	-122000	-120000	-118000
4DNFINSKEZND	(-1.18e+05,-1.12e+05]	2183	207659	0.0105124266224917	-118000	-115000	-112000
4DNFINSKEZND	(-1.12e+05,-1.08e+05]	2078	207659	0.0100067899778001	-112000	-110000	-108000
4DNFINSKEZND	(-1.08e+05,-1.02e+05]	2049	207659	0.00986713795212343	-108000	-105000	-102000
4DNFINSKEZND	(-1.02e+05,-9.75e+04]	2128	207659	0.0102475693324152	-102000	-99750	-97500
4DNFINSKEZND	(-9.75e+04,-9.25e+04]	2201	207659	0.0105991071901531	-97500	-95000	-92500
4DNFINSKEZND	(-9.25e+04,-8.75e+04]	2222	207659	0.0107002345190914	-92500	-90000	-87500
4DNFINSKEZND	(-8.75e+04,-8.25e+04]	2316	207659	0.0111528997057676	-87500	-85000	-82500
4DNFINSKEZND	(-8.25e+04,-7.75e+04]	2149	207659	0.0103486966613535	-82500	-80000	-77500
4DNFINSKEZND	(-7.75e+04,-7.25e+04]	2305	207659	0.0110999282477523	-77500	-75000	-72500
4DNFINSKEZND	(-7.25e+04,-6.75e+04]	2126	207659	0.0102379381582306	-72500	-70000	-67500
4DNFINSKEZND	(-6.75e+04,-6.25e+04]	2348	207659	0.0113069984927212	-67500	-65000	-62500
4DNFINSKEZND	(-6.25e+04,-5.75e+04]	2442	207659	0.0117596636793975	-62500	-60000	-57500
4DNFINSKEZND	(-5.75e+04,-5.25e+04]	2478	207659	0.0119330248147203	-57500	-55000	-52500
4DNFINSKEZND	(-5.25e+04,-4.75e+04]	2546	207659	0.0122604847369967	-52500	-50000	-47500
