Sample1	Sample2	Window	N_Int	Total	Frac
PCa57054	PCa57294	7	4013	4838	0.829474989665151
PCa57054	PCa57294	8	3698	4397	0.841027973618376
PCa57054	PCa57294	9	3374	4027	0.837844549292277
PCa57054	PCa57294	10	3128	3729	0.838830785733441
PCa57054	PCa57294	11	2922	3463	0.843777071902974
PCa57054	PCa57294	12	2745	3250	0.844615384615385
PCa57054	PCa57294	13	2568	3055	0.840589198036007
PCa57054	PCa57294	14	2414	2894	0.834139599170698
PCa57054	PCa57294	15	2293	2698	0.849888806523351
PCa57054	PCa57294	16	2174	2556	0.850547730829421
PCa57054	PCa57294	17	2063	2440	0.845491803278689
PCa57054	PCa57294	18	1974	2323	0.849763237193285
PCa57054	PCa57294	19	1871	2227	0.840143691064212
PCa57054	PCa57294	20	1806	2136	0.845505617977528
PCa57054	PCa57294	21	1710	2042	0.83741429970617
PCa57054	PCa57294	22	1670	1990	0.839195979899498
PCa57054	PCa57294	23	1594	1903	0.837624802942722
PCa57054	PCa57294	24	1542	1858	0.829924650161464
PCa57054	PCa57294	25	1491	1797	0.829716193656094
PCa57054	PCa57294	26	1452	1736	0.836405529953917
PCa57054	PCa57294	27	1408	1701	0.827748383303939
PCa57054	PCa57294	28	1380	1653	0.834845735027223
PCa57054	PCa57294	29	1328	1608	0.825870646766169
PCa57054	PCa57294	30	1292	1560	0.828205128205128
PCa57054	PCa58215	3	5178	7220	0.717174515235457
PCa57054	PCa58215	4	5257	6583	0.798572079598967
PCa57054	PCa58215	5	4988	5970	0.835510887772194
PCa57054	PCa58215	6	4612	5386	0.856294095803936
PCa57054	PCa58215	7	4194	4838	0.866887143447706
PCa57054	PCa58215	8	3851	4397	0.875824425744826
PCa57054	PCa58215	9	3567	4027	0.885771045443258
PCa57054	PCa58215	10	3304	3729	0.886028425851435
PCa57054	PCa58215	11	3065	3463	0.88507074790644
PCa57054	PCa58215	12	2883	3250	0.887076923076923
PCa57054	PCa58215	13	2683	3055	0.87823240589198
PCa57054	PCa58215	14	2571	2894	0.888389771941949
PCa57054	PCa58215	15	2377	2698	0.881022979985174
PCa57054	PCa58215	16	2282	2556	0.892801251956182
PCa57054	PCa58215	17	2168	2440	0.888524590163934
PCa57054	PCa58215	18	2057	2323	0.885492897115799
PCa57054	PCa58215	19	1972	2227	0.885496183206107
PCa57054	PCa58215	20	1900	2136	0.889513108614232
PCa57054	PCa58215	21	1796	2042	0.879529872673849
PCa57054	PCa58215	22	1758	1990	0.883417085427136
PCa57054	PCa58215	23	1689	1903	0.887545980031529
PCa57054	PCa58215	24	1643	1858	0.884284176533907
PCa57054	PCa58215	25	1579	1797	0.878686700055648
PCa57054	PCa58215	26	1541	1736	0.887672811059908
PCa57054	PCa58215	27	1504	1701	0.884185773074662
PCa57054	PCa58215	28	1461	1653	0.883847549909256
PCa57054	PCa58215	29	1420	1608	0.883084577114428
PCa57054	PCa58215	30	1368	1560	0.876923076923077
PCa57054	PCa13266	3	4892	7220	0.677562326869806
PCa57054	PCa13266	4	4997	6583	0.759076408932098
PCa57054	PCa13266	5	4684	5970	0.784589614740369
PCa57054	PCa13266	6	4311	5386	0.800408466394356
PCa57054	PCa13266	7	3966	4838	0.81976023150062
PCa57054	PCa13266	8	3627	4397	0.82488060040937
PCa57054	PCa13266	9	3348	4027	0.831388130121679
PCa57054	PCa13266	10	3134	3729	0.840439796192009
PCa57054	PCa13266	11	2861	3463	0.826162287034363
PCa57054	PCa13266	12	2671	3250	0.821846153846154
PCa57054	PCa13266	13	2504	3055	0.819639934533552
PCa57054	PCa13266	14	2366	2894	0.817553559087768
PCa57054	PCa13266	15	2240	2698	0.830244625648629
PCa57054	PCa13266	16	2143	2556	0.838419405320814
PCa57054	PCa13266	17	2039	2440	0.835655737704918
PCa57054	PCa13266	18	1929	2323	0.830391734825657
PCa57054	PCa13266	19	1887	2227	0.847328244274809
PCa57054	PCa13266	20	1808	2136	0.846441947565543
PCa57054	PCa13266	21	1715	2042	0.839862879529873
PCa57054	PCa13266	22	1667	1990	0.837688442211055
PCa57054	PCa13266	23	1598	1903	0.839726747241198
PCa57054	PCa13266	24	1566	1858	0.842841765339074
PCa57054	PCa13266	25	1509	1797	0.839732888146911
PCa57054	PCa13266	26	1477	1736	0.850806451612903
PCa57054	PCa13266	27	1423	1701	0.836566725455614
PCa57054	PCa13266	28	1397	1653	0.845130066545675
PCa57054	PCa13266	29	1363	1608	0.847636815920398
PCa57054	PCa13266	30	1334	1560	0.855128205128205
PCa57054	PCa13848	3	5380	7220	0.745152354570637
PCa57054	PCa13848	4	5329	6583	0.809509342245177
PCa57054	PCa13848	5	4958	5970	0.830485762144054
PCa57054	PCa13848	6	4596	5386	0.853323431117713
PCa57054	PCa13848	7	4208	4838	0.869780901198843
PCa57054	PCa13848	8	3865	4397	0.879008414828292
PCa57054	PCa13848	9	3551	4027	0.881797864415198
PCa57054	PCa13848	10	3255	3729	0.87288817377313
PCa57054	PCa13848	11	3029	3463	0.874675137164308
PCa57054	PCa13848	12	2842	3250	0.874461538461538
PCa57054	PCa13848	13	2668	3055	0.873322422258593
PCa57054	PCa13848	14	2493	2894	0.861437456807187
PCa57054	PCa13848	15	2359	2698	0.874351371386212
PCa57054	PCa13848	16	2248	2556	0.879499217527387
PCa57054	PCa13848	17	2118	2440	0.868032786885246
PCa57054	PCa13848	18	2036	2323	0.876452862677572
PCa57054	PCa13848	19	1986	2227	0.89178266726538
PCa57054	PCa13848	20	1880	2136	0.880149812734083
PCa57054	PCa13848	21	1802	2042	0.882468168462292
PCa57054	PCa13848	22	1749	1990	0.878894472361809
PCa57054	PCa13848	23	1693	1903	0.889647924330005
PCa57054	PCa13848	24	1643	1858	0.884284176533907
PCa57054	PCa13848	25	1592	1797	0.885920979410128
PCa57054	PCa13848	26	1542	1736	0.888248847926267
PCa57054	PCa13848	27	1496	1701	0.879482657260435
PCa57054	PCa13848	28	1458	1653	0.882032667876588
PCa57054	PCa13848	29	1398	1608	0.869402985074627
PCa57054	PCa13848	30	1380	1560	0.884615384615385
PCa57054	PCa14121	3	4733	7220	0.655540166204986
PCa57054	PCa14121	4	4922	6583	0.747683427008963
PCa57054	PCa14121	5	4683	5970	0.784422110552764
PCa57054	PCa14121	6	4326	5386	0.80319346453769
PCa57054	PCa14121	7	4060	4838	0.839189747829682
PCa57054	PCa14121	8	3694	4397	0.840118262451672
PCa57054	PCa14121	9	3395	4027	0.843059349391607
PCa57054	PCa14121	10	3137	3729	0.841244301421293
PCa57054	PCa14121	11	2916	3463	0.842044470112619
PCa57054	PCa14121	12	2759	3250	0.848923076923077
PCa57054	PCa14121	13	2547	3055	0.833715220949264
PCa57054	PCa14121	14	2384	2894	0.823773324118867
PCa57054	PCa14121	15	2261	2698	0.838028169014084
PCa57054	PCa14121	16	2163	2556	0.846244131455399
PCa57054	PCa14121	17	2063	2440	0.845491803278689
PCa57054	PCa14121	18	1975	2323	0.850193715023676
PCa57054	PCa14121	19	1897	2227	0.851818590031433
PCa57054	PCa14121	20	1818	2136	0.851123595505618
PCa57054	PCa14121	21	1745	2042	0.854554358472086
PCa57054	PCa14121	22	1666	1990	0.837185929648241
PCa57054	PCa14121	23	1616	1903	0.849185496584341
PCa57054	PCa14121	24	1569	1858	0.844456404736276
PCa57054	PCa14121	25	1521	1797	0.846410684474123
PCa57054	PCa14121	26	1486	1736	0.855990783410138
PCa57054	PCa14121	27	1435	1701	0.843621399176955
PCa57054	PCa14121	28	1398	1653	0.84573502722323
PCa57054	PCa14121	29	1352	1608	0.840796019900498
PCa57054	PCa14121	30	1329	1560	0.851923076923077
PCa57054	PCa19121	3	5025	7220	0.695983379501385
PCa57054	PCa19121	4	5078	6583	0.771380829409084
PCa57054	PCa19121	5	4853	5970	0.812897822445561
PCa57054	PCa19121	6	4413	5386	0.819346453769031
PCa57054	PCa19121	7	4092	4838	0.845804051260852
PCa57054	PCa19121	8	3756	4397	0.854218785535593
PCa57054	PCa19121	9	3502	4027	0.869629997516762
PCa57054	PCa19121	10	3182	3729	0.853311879860553
PCa57054	PCa19121	11	2969	3463	0.857349119260757
PCa57054	PCa19121	12	2814	3250	0.865846153846154
PCa57054	PCa19121	13	2657	3055	0.869721767594108
PCa57054	PCa19121	14	2464	2894	0.851416724257084
PCa57054	PCa19121	15	2319	2698	0.859525574499629
PCa57054	PCa19121	16	2238	2556	0.875586854460094
PCa57054	PCa19121	17	2121	2440	0.869262295081967
PCa57054	PCa19121	18	2045	2323	0.880327163151098
PCa57054	PCa19121	19	1961	2227	0.880556802873821
PCa57054	PCa19121	20	1873	2136	0.87687265917603
PCa57054	PCa19121	21	1776	2042	0.86973555337904
PCa57054	PCa19121	22	1745	1990	0.876884422110553
PCa57054	PCa19121	23	1667	1903	0.875985286389911
PCa57054	PCa19121	24	1607	1858	0.864908503767492
PCa57054	PCa19121	25	1553	1797	0.864218141346689
PCa57054	PCa19121	26	1522	1736	0.876728110599078
PCa57054	PCa19121	27	1459	1701	0.857730746619636
PCa57054	PCa19121	28	1414	1653	0.855414398064126
PCa57054	PCa19121	29	1400	1608	0.870646766169154
PCa57054	PCa19121	30	1350	1560	0.865384615384615
PCa57054	PCa3023	3	5194	7220	0.719390581717452
PCa57054	PCa3023	4	5196	6583	0.789305787634817
PCa57054	PCa3023	5	4922	5970	0.824455611390285
PCa57054	PCa3023	6	4520	5386	0.839212773858151
PCa57054	PCa3023	7	4188	4838	0.865646961554361
PCa57054	PCa3023	8	3799	4397	0.863998180577667
PCa57054	PCa3023	9	3555	4027	0.882791159672213
PCa57054	PCa3023	10	3272	3729	0.877447036739072
PCa57054	PCa3023	11	3022	3463	0.872653768408894
PCa57054	PCa3023	12	2860	3250	0.88
PCa57054	PCa3023	13	2665	3055	0.872340425531915
PCa57054	PCa3023	14	2504	2894	0.865238424326192
PCa57054	PCa3023	15	2367	2698	0.877316530763529
PCa57054	PCa3023	16	2245	2556	0.878325508607199
PCa57054	PCa3023	17	2136	2440	0.875409836065574
PCa57054	PCa3023	18	2049	2323	0.882049074472665
PCa57054	PCa3023	19	1945	2227	0.873372249663224
PCa57054	PCa3023	20	1867	2136	0.874063670411985
PCa57054	PCa3023	21	1781	2042	0.872184133202742
PCa57054	PCa3023	22	1727	1990	0.867839195979899
PCa57054	PCa3023	23	1675	1903	0.880189174986863
PCa57054	PCa3023	24	1606	1858	0.864370290635092
PCa57054	PCa3023	25	1549	1797	0.861992209237618
PCa57054	PCa3023	26	1495	1736	0.861175115207373
PCa57054	PCa3023	27	1480	1701	0.870076425631981
PCa57054	PCa3023	28	1419	1653	0.858439201451906
PCa57054	PCa3023	29	1407	1608	0.875
PCa57054	PCa3023	30	1358	1560	0.87051282051282
PCa57054	PCa33173	3	5266	7220	0.729362880886427
PCa57054	PCa33173	4	5272	6583	0.800850675983594
PCa57054	PCa33173	5	4999	5970	0.837353433835846
PCa57054	PCa33173	6	4572	5386	0.848867434088377
PCa57054	PCa33173	7	4165	4838	0.860892930963208
PCa57054	PCa33173	8	3767	4397	0.85672049124403
PCa57054	PCa33173	9	3489	4027	0.866401787931463
PCa57054	PCa33173	10	3218	3729	0.86296594261196
PCa57054	PCa33173	11	2978	3463	0.859948021946289
PCa57054	PCa33173	12	2836	3250	0.872615384615385
PCa57054	PCa33173	13	2623	3055	0.858592471358429
PCa57054	PCa33173	14	2449	2894	0.846233586731168
PCa57054	PCa33173	15	2332	2698	0.864343958487769
PCa57054	PCa33173	16	2233	2556	0.873630672926448
PCa57054	PCa33173	17	2123	2440	0.870081967213115
PCa57054	PCa33173	18	2021	2323	0.869995695221696
PCa57054	PCa33173	19	1961	2227	0.880556802873821
PCa57054	PCa33173	20	1860	2136	0.870786516853933
PCa57054	PCa33173	21	1775	2042	0.8692458374143
PCa57054	PCa33173	22	1731	1990	0.869849246231156
PCa57054	PCa33173	23	1664	1903	0.874408828166054
PCa57054	PCa33173	24	1617	1858	0.870290635091496
PCa57054	PCa33173	25	1569	1797	0.873121869782972
PCa57054	PCa33173	26	1524	1736	0.877880184331797
PCa57054	PCa33173	27	1471	1701	0.864785420340976
PCa57054	PCa33173	28	1429	1653	0.864488808227465
PCa57054	PCa33173	29	1393	1608	0.866293532338309
PCa57054	PCa33173	30	1366	1560	0.875641025641026
PCa57054	PCa40507	3	4727	7220	0.654709141274238
PCa57054	PCa40507	4	4870	6583	0.739784292875589
PCa57054	PCa40507	5	4658	5970	0.780234505862647
PCa57054	PCa40507	6	4332	5386	0.804307463795024
PCa57054	PCa40507	7	4005	4838	0.827821413807359
PCa57054	PCa40507	8	3718	4397	0.845576529451899
PCa57054	PCa40507	9	3452	4027	0.857213806804073
PCa57054	PCa40507	10	3213	3729	0.861625100563154
PCa57054	PCa40507	11	3008	3463	0.868611030898065
PCa57054	PCa40507	12	2826	3250	0.869538461538462
PCa57054	PCa40507	13	2621	3055	0.857937806873977
PCa57054	PCa40507	14	2481	2894	0.857290946786455
PCa57054	PCa40507	15	2342	2698	0.868050407709414
PCa57054	PCa40507	16	2238	2556	0.875586854460094
PCa57054	PCa40507	17	2119	2440	0.86844262295082
PCa57054	PCa40507	18	2028	2323	0.873009040034438
PCa57054	PCa40507	19	1951	2227	0.876066457117198
PCa57054	PCa40507	20	1890	2136	0.884831460674157
PCa57054	PCa40507	21	1797	2042	0.88001958863859
PCa57054	PCa40507	22	1731	1990	0.869849246231156
PCa57054	PCa40507	23	1683	1903	0.884393063583815
PCa57054	PCa40507	24	1621	1858	0.872443487621098
PCa57054	PCa40507	25	1564	1797	0.870339454646633
PCa57054	PCa40507	26	1527	1736	0.879608294930876
PCa57054	PCa40507	27	1482	1701	0.871252204585538
PCa57054	PCa40507	28	1454	1653	0.879612825166364
PCa57054	PCa40507	29	1405	1608	0.873756218905473
PCa57054	PCa40507	30	1351	1560	0.866025641025641
PCa57054	PCa51852	3	4734	7220	0.655678670360111
PCa57054	PCa51852	4	4946	6583	0.751329181224366
PCa57054	PCa51852	5	4717	5970	0.790117252931323
PCa57054	PCa51852	6	4437	5386	0.823802450798366
PCa57054	PCa51852	7	4087	4838	0.844770566349731
PCa57054	PCa51852	8	3751	4397	0.853081646577212
PCa57054	PCa51852	9	3487	4027	0.865905140302955
PCa57054	PCa51852	10	3243	3729	0.869670152855994
PCa57054	PCa51852	11	3007	3463	0.868322263933006
PCa57054	PCa51852	12	2844	3250	0.875076923076923
PCa57054	PCa51852	13	2635	3055	0.862520458265139
PCa57054	PCa51852	14	2489	2894	0.860055286800277
PCa57054	PCa51852	15	2364	2698	0.876204595997035
PCa57054	PCa51852	16	2267	2556	0.886932707355243
PCa57054	PCa51852	17	2159	2440	0.884836065573771
PCa57054	PCa51852	18	2054	2323	0.884201463624623
PCa57054	PCa51852	19	1977	2227	0.887741356084419
PCa57054	PCa51852	20	1872	2136	0.876404494382023
PCa57054	PCa51852	21	1805	2042	0.883937316356513
PCa57054	PCa51852	22	1753	1990	0.880904522613065
PCa57054	PCa51852	23	1681	1903	0.883342091434577
PCa57054	PCa51852	24	1642	1858	0.883745963401507
PCa57054	PCa51852	25	1563	1797	0.869782971619366
PCa57054	PCa51852	26	1518	1736	0.874423963133641
PCa57054	PCa51852	27	1470	1701	0.864197530864198
PCa57054	PCa51852	28	1434	1653	0.867513611615245
PCa57054	PCa51852	29	1387	1608	0.862562189054726
PCa57054	PCa51852	30	1372	1560	0.87948717948718
PCa57054	PCa53687	3	4730	7220	0.655124653739612
PCa57054	PCa53687	4	4900	6583	0.744341485644843
PCa57054	PCa53687	5	4648	5970	0.7785594639866
PCa57054	PCa53687	6	4250	5386	0.789082807278129
PCa57054	PCa53687	7	3957	4838	0.817899958660604
PCa57054	PCa53687	8	3636	4397	0.826927450534455
PCa57054	PCa53687	9	3340	4027	0.829401539607648
PCa57054	PCa53687	10	3105	3729	0.83266291230893
PCa57054	PCa53687	11	2903	3463	0.83829049956685
PCa57054	PCa53687	12	2720	3250	0.836923076923077
PCa57054	PCa53687	13	2569	3055	0.840916530278232
PCa57054	PCa53687	14	2360	2894	0.815480304077402
PCa57054	PCa53687	15	2242	2698	0.830985915492958
PCa57054	PCa53687	16	2156	2556	0.843505477308294
PCa57054	PCa53687	17	2051	2440	0.840573770491803
PCa57054	PCa53687	18	1935	2323	0.832974601808007
PCa57054	PCa53687	19	1874	2227	0.841490794791199
PCa57054	PCa53687	20	1810	2136	0.847378277153558
PCa57054	PCa53687	21	1724	2042	0.844270323212537
PCa57054	PCa53687	22	1671	1990	0.839698492462312
PCa57054	PCa53687	23	1588	1903	0.834471886495008
PCa57054	PCa53687	24	1539	1858	0.828310010764263
PCa57054	PCa53687	25	1478	1797	0.822481914301614
PCa57054	PCa53687	26	1445	1736	0.832373271889401
PCa57054	PCa53687	27	1401	1701	0.82363315696649
PCa57054	PCa53687	28	1351	1653	0.817301875378101
PCa57054	PCa53687	29	1316	1608	0.818407960199005
PCa57054	PCa53687	30	1294	1560	0.82948717948718
PCa57054	PCa56413	3	5104	7220	0.706925207756233
PCa57054	PCa56413	4	5105	6583	0.775482302901413
PCa57054	PCa56413	5	4846	5970	0.811725293132328
PCa57054	PCa56413	6	4455	5386	0.827144448570368
PCa57054	PCa56413	7	4058	4838	0.838776353865234
PCa57054	PCa56413	8	3724	4397	0.846941096201956
PCa57054	PCa56413	9	3399	4027	0.844052644648622
PCa57054	PCa56413	10	3159	3729	0.847144006436042
PCa57054	PCa56413	11	2926	3463	0.844932139763211
PCa57054	PCa56413	12	2726	3250	0.838769230769231
PCa57054	PCa56413	13	2537	3055	0.830441898527005
PCa57054	PCa56413	14	2380	2894	0.822391154111956
PCa57054	PCa56413	15	2253	2698	0.835063009636768
PCa57054	PCa56413	16	2154	2556	0.842723004694836
PCa57054	PCa56413	17	2018	2440	0.827049180327869
PCa57054	PCa56413	18	1929	2323	0.830391734825657
PCa57054	PCa56413	19	1876	2227	0.842388863942524
PCa57054	PCa56413	20	1769	2136	0.828183520599251
PCa57054	PCa56413	21	1706	2042	0.835455435847209
PCa57054	PCa56413	22	1651	1990	0.82964824120603
PCa57054	PCa56413	23	1617	1903	0.84971098265896
PCa57054	PCa56413	24	1562	1858	0.840688912809473
PCa57054	PCa56413	25	1493	1797	0.830829159710629
PCa57054	PCa56413	26	1453	1736	0.836981566820277
PCa57054	PCa56413	27	1410	1701	0.828924162257496
PCa57054	PCa56413	28	1354	1653	0.819116757410768
PCa57054	PCa56413	29	1338	1608	0.832089552238806
PCa57054	PCa56413	30	1307	1560	0.837820512820513
PCa57294	PCa58215	3	4973	6912	0.71947337962963
PCa57294	PCa58215	4	5061	6383	0.792887357042143
PCa57294	PCa58215	5	4791	5707	0.839495356579639
PCa57294	PCa58215	6	4382	5127	0.854690852350302
PCa57294	PCa58215	7	4078	4655	0.876047261009667
PCa57294	PCa58215	8	3730	4241	0.87950954963452
PCa57294	PCa58215	9	3450	3906	0.883256528417819
PCa57294	PCa58215	10	3205	3633	0.882191026699697
PCa57294	PCa58215	11	2971	3371	0.881340848412934
PCa57294	PCa58215	12	2739	3153	0.868696479543292
PCa57294	PCa58215	13	2572	2964	0.86774628879892
PCa57294	PCa58215	14	2409	2772	0.869047619047619
PCa57294	PCa58215	15	2311	2640	0.875378787878788
PCa57294	PCa58215	16	2188	2495	0.876953907815631
PCa57294	PCa58215	17	2099	2382	0.881192275398825
PCa57294	PCa58215	18	1984	2274	0.872471416007036
PCa57294	PCa58215	19	1898	2191	0.866271109082611
PCa57294	PCa58215	20	1825	2096	0.870706106870229
PCa57294	PCa58215	21	1735	2017	0.8601883986118
PCa57294	PCa58215	22	1693	1959	0.864216436957631
PCa57294	PCa58215	23	1643	1891	0.868852459016394
PCa57294	PCa58215	24	1581	1823	0.867251782775645
PCa57294	PCa58215	25	1518	1770	0.857627118644068
PCa57294	PCa58215	26	1473	1723	0.854904236796286
PCa57294	PCa58215	27	1436	1682	0.853745541022592
PCa57294	PCa58215	28	1410	1635	0.862385321100918
PCa57294	PCa58215	29	1370	1591	0.861093651791326
PCa57294	PCa58215	30	1340	1557	0.86062941554271
PCa57294	PCa13266	3	4642	6912	0.671585648148148
PCa57294	PCa13266	4	4779	6383	0.748707504308319
PCa57294	PCa13266	5	4548	5707	0.796916067986683
PCa57294	PCa13266	6	4187	5127	0.816656914374878
PCa57294	PCa13266	7	3852	4655	0.82749731471536
PCa57294	PCa13266	8	3535	4241	0.833529827870785
PCa57294	PCa13266	9	3276	3906	0.838709677419355
PCa57294	PCa13266	10	3051	3633	0.839801816680429
PCa57294	PCa13266	11	2805	3371	0.832097300504301
PCa57294	PCa13266	12	2616	3153	0.829686013320647
PCa57294	PCa13266	13	2443	2964	0.824224021592443
PCa57294	PCa13266	14	2315	2772	0.835137085137085
PCa57294	PCa13266	15	2230	2640	0.84469696969697
PCa57294	PCa13266	16	2108	2495	0.844889779559118
PCa57294	PCa13266	17	2006	2382	0.842149454240134
PCa57294	PCa13266	18	1896	2274	0.83377308707124
PCa57294	PCa13266	19	1830	2191	0.835235052487449
PCa57294	PCa13266	20	1767	2096	0.843034351145038
PCa57294	PCa13266	21	1683	2017	0.834407535944472
PCa57294	PCa13266	22	1639	1959	0.836651352730985
PCa57294	PCa13266	23	1569	1891	0.829719725013221
PCa57294	PCa13266	24	1508	1823	0.827207899067471
PCa57294	PCa13266	25	1456	1770	0.822598870056497
PCa57294	PCa13266	26	1412	1723	0.819500870574579
PCa57294	PCa13266	27	1381	1682	0.821046373365042
PCa57294	PCa13266	28	1353	1635	0.827522935779817
PCa57294	PCa13266	29	1320	1591	0.829666876178504
PCa57294	PCa13266	30	1300	1557	0.834938985228003
PCa57294	PCa13848	3	4894	6912	0.708043981481482
PCa57294	PCa13848	4	4953	6383	0.775967413441955
PCa57294	PCa13848	5	4659	5707	0.816365866479762
PCa57294	PCa13848	6	4272	5127	0.833235810415448
PCa57294	PCa13848	7	3975	4655	0.853920515574651
PCa57294	PCa13848	8	3656	4241	0.862060834708795
PCa57294	PCa13848	9	3349	3906	0.857398873527906
PCa57294	PCa13848	10	3143	3633	0.865125240847784
PCa57294	PCa13848	11	2855	3371	0.846929694452685
PCa57294	PCa13848	12	2675	3153	0.848398350777038
PCa57294	PCa13848	13	2517	2964	0.84919028340081
PCa57294	PCa13848	14	2344	2772	0.845598845598846
PCa57294	PCa13848	15	2261	2640	0.856439393939394
PCa57294	PCa13848	16	2126	2495	0.852104208416834
PCa57294	PCa13848	17	2036	2382	0.854743912678422
PCa57294	PCa13848	18	1962	2274	0.862796833773087
PCa57294	PCa13848	19	1889	2191	0.862163395709722
PCa57294	PCa13848	20	1788	2096	0.853053435114504
PCa57294	PCa13848	21	1692	2017	0.838869608329202
PCa57294	PCa13848	22	1668	1959	0.85145482388974
PCa57294	PCa13848	23	1610	1891	0.851401374933898
PCa57294	PCa13848	24	1543	1823	0.846407021393308
PCa57294	PCa13848	25	1507	1770	0.851412429378531
PCa57294	PCa13848	26	1450	1723	0.841555426581544
PCa57294	PCa13848	27	1401	1682	0.832936979785969
PCa57294	PCa13848	28	1368	1635	0.836697247706422
PCa57294	PCa13848	29	1327	1591	0.834066624764299
PCa57294	PCa13848	30	1301	1557	0.83558124598587
PCa57294	PCa14121	3	4608	6912	0.666666666666667
PCa57294	PCa14121	4	4817	6383	0.754660817797274
PCa57294	PCa14121	5	4619	5707	0.80935693008586
PCa57294	PCa14121	6	4255	5127	0.829920031207334
PCa57294	PCa14121	7	3999	4655	0.859076262083781
PCa57294	PCa14121	8	3624	4241	0.854515444470644
PCa57294	PCa14121	9	3379	3906	0.865079365079365
PCa57294	PCa14121	10	3153	3633	0.867877786952932
PCa57294	PCa14121	11	2902	3371	0.860872144764165
PCa57294	PCa14121	12	2732	3153	0.866476371709483
PCa57294	PCa14121	13	2543	2964	0.857962213225371
PCa57294	PCa14121	14	2369	2772	0.854617604617605
PCa57294	PCa14121	15	2262	2640	0.856818181818182
PCa57294	PCa14121	16	2128	2495	0.852905811623247
PCa57294	PCa14121	17	2043	2382	0.857682619647355
PCa57294	PCa14121	18	1942	2274	0.854001759014952
PCa57294	PCa14121	19	1862	2191	0.849840255591054
PCa57294	PCa14121	20	1793	2096	0.85543893129771
PCa57294	PCa14121	21	1710	2017	0.847793753098661
PCa57294	PCa14121	22	1661	1959	0.84788157223073
PCa57294	PCa14121	23	1601	1891	0.846641988365944
PCa57294	PCa14121	24	1533	1823	0.84092155787164
PCa57294	PCa14121	25	1475	1770	0.833333333333333
PCa57294	PCa14121	26	1435	1723	0.832849680789321
PCa57294	PCa14121	27	1383	1682	0.822235434007135
PCa57294	PCa14121	28	1356	1635	0.829357798165138
PCa57294	PCa14121	29	1308	1591	0.822124450031427
PCa57294	PCa14121	30	1286	1557	0.825947334617855
PCa57294	PCa19121	3	4801	6912	0.69458912037037
PCa57294	PCa19121	4	4892	6383	0.766410778630738
PCa57294	PCa19121	5	4639	5707	0.812861398282811
PCa57294	PCa19121	6	4241	5127	0.827189389506534
PCa57294	PCa19121	7	3963	4655	0.851342642320086
PCa57294	PCa19121	8	3619	4241	0.853336477245933
PCa57294	PCa19121	9	3342	3906	0.855606758832565
PCa57294	PCa19121	10	3103	3633	0.854115056427195
PCa57294	PCa19121	11	2868	3371	0.850786116879264
PCa57294	PCa19121	12	2715	3153	0.861084681255947
PCa57294	PCa19121	13	2560	2964	0.863697705802969
PCa57294	PCa19121	14	2393	2772	0.863275613275613
PCa57294	PCa19121	15	2272	2640	0.860606060606061
PCa57294	PCa19121	16	2177	2495	0.872545090180361
PCa57294	PCa19121	17	2082	2382	0.874055415617129
PCa57294	PCa19121	18	1991	2274	0.875549692172383
PCa57294	PCa19121	19	1902	2191	0.868096759470561
PCa57294	PCa19121	20	1812	2096	0.864503816793893
PCa57294	PCa19121	21	1726	2017	0.85572632622707
PCa57294	PCa19121	22	1697	1959	0.866258295048494
PCa57294	PCa19121	23	1642	1891	0.868323638286621
PCa57294	PCa19121	24	1548	1823	0.849149753154142
PCa57294	PCa19121	25	1517	1770	0.857062146892655
PCa57294	PCa19121	26	1453	1723	0.843296575739988
PCa57294	PCa19121	27	1396	1682	0.829964328180737
PCa57294	PCa19121	28	1384	1635	0.846483180428135
PCa57294	PCa19121	29	1356	1591	0.852294154619736
PCa57294	PCa19121	30	1321	1557	0.848426461143224
PCa57294	PCa3023	3	4901	6912	0.709056712962963
PCa57294	PCa3023	4	4915	6383	0.770014099953
PCa57294	PCa3023	5	4695	5707	0.822673909234274
PCa57294	PCa3023	6	4283	5127	0.835381314608933
PCa57294	PCa3023	7	3952	4655	0.848979591836735
PCa57294	PCa3023	8	3597	4241	0.848149021457204
PCa57294	PCa3023	9	3375	3906	0.864055299539171
PCa57294	PCa3023	10	3114	3633	0.857142857142857
PCa57294	PCa3023	11	2863	3371	0.849302877484426
PCa57294	PCa3023	12	2677	3153	0.849032667300983
PCa57294	PCa3023	13	2525	2964	0.851889338731444
PCa57294	PCa3023	14	2369	2772	0.854617604617605
PCa57294	PCa3023	15	2251	2640	0.852651515151515
PCa57294	PCa3023	16	2128	2495	0.852905811623247
PCa57294	PCa3023	17	2030	2382	0.852225020990764
PCa57294	PCa3023	18	1923	2274	0.845646437994723
PCa57294	PCa3023	19	1828	2191	0.834322227293473
PCa57294	PCa3023	20	1750	2096	0.834923664122137
PCa57294	PCa3023	21	1649	2017	0.817550818046604
PCa57294	PCa3023	22	1599	1959	0.816232771822358
PCa57294	PCa3023	23	1549	1891	0.819143310417768
PCa57294	PCa3023	24	1493	1823	0.81897970378497
PCa57294	PCa3023	25	1440	1770	0.813559322033898
PCa57294	PCa3023	26	1381	1723	0.801508995937319
PCa57294	PCa3023	27	1335	1682	0.793697978596908
PCa57294	PCa3023	28	1316	1635	0.804892966360856
PCa57294	PCa3023	29	1282	1591	0.805782526712759
