Sample1	Sample2	Window	N_Int	Total	Frac
PCa3023	PCa40507	10	3174	3799	0.835483021847855
PCa3023	PCa40507	11	2987	3503	0.85269768769626
PCa3023	PCa40507	12	2794	3291	0.848982072318444
PCa3023	PCa40507	13	2607	3110	0.838263665594855
PCa3023	PCa40507	14	2483	2904	0.855027548209366
PCa3023	PCa40507	15	2317	2743	0.844695588771418
PCa3023	PCa40507	16	2219	2629	0.844047166222899
PCa3023	PCa40507	17	2112	2496	0.846153846153846
PCa3023	PCa40507	18	2012	2391	0.841488916771225
PCa3023	PCa40507	19	1948	2281	0.854011398509426
PCa3023	PCa40507	20	1847	2191	0.842994066636239
PCa3023	PCa40507	21	1753	2093	0.837553750597229
PCa3023	PCa40507	22	1701	2018	0.842913776015857
PCa3023	PCa40507	23	1645	1943	0.846628924343798
PCa3023	PCa40507	24	1561	1876	0.832089552238806
PCa3023	PCa40507	25	1514	1808	0.837389380530973
PCa3023	PCa40507	26	1475	1757	0.839499146272055
PCa3023	PCa40507	27	1451	1720	0.843604651162791
PCa3023	PCa40507	28	1405	1678	0.8373063170441
PCa3023	PCa40507	29	1382	1648	0.838592233009709
PCa3023	PCa40507	30	1345	1617	0.831787260358689
PCa3023	PCa51852	3	4764	7471	0.637665640476509
PCa3023	PCa51852	4	4941	6738	0.733303650934996
PCa3023	PCa51852	5	4683	6045	0.77468982630273
PCa3023	PCa51852	6	4378	5428	0.806558585114223
PCa3023	PCa51852	7	4032	4900	0.822857142857143
PCa3023	PCa51852	8	3711	4425	0.83864406779661
PCa3023	PCa51852	9	3448	4119	0.83709638261714
PCa3023	PCa51852	10	3175	3799	0.835746249012898
PCa3023	PCa51852	11	2938	3503	0.838709677419355
PCa3023	PCa51852	12	2766	3291	0.840474020054695
PCa3023	PCa51852	13	2624	3110	0.843729903536978
PCa3023	PCa51852	14	2471	2904	0.850895316804408
PCa3023	PCa51852	15	2314	2743	0.843601895734597
PCa3023	PCa51852	16	2238	2629	0.851274248763789
PCa3023	PCa51852	17	2095	2496	0.839342948717949
PCa3023	PCa51852	18	2005	2391	0.838561271434546
PCa3023	PCa51852	19	1904	2281	0.834721613327488
PCa3023	PCa51852	20	1798	2191	0.820629849383843
PCa3023	PCa51852	21	1727	2093	0.825131390348782
PCa3023	PCa51852	22	1696	2018	0.840436075322101
PCa3023	PCa51852	23	1607	1943	0.827071538857437
PCa3023	PCa51852	24	1576	1876	0.840085287846482
PCa3023	PCa51852	25	1496	1808	0.827433628318584
PCa3023	PCa51852	26	1453	1757	0.826977803073421
PCa3023	PCa51852	27	1414	1720	0.822093023255814
PCa3023	PCa51852	28	1378	1678	0.821215733015495
PCa3023	PCa51852	29	1356	1648	0.822815533980583
PCa3023	PCa51852	30	1320	1617	0.816326530612245
PCa3023	PCa53687	3	4836	7471	0.647302904564315
PCa3023	PCa53687	4	4952	6738	0.734936182843574
PCa3023	PCa53687	5	4651	6045	0.769396195202647
PCa3023	PCa53687	6	4218	5428	0.777081798084009
PCa3023	PCa53687	7	3926	4900	0.801224489795918
PCa3023	PCa53687	8	3565	4425	0.805649717514124
PCa3023	PCa53687	9	3328	4119	0.807963097839281
PCa3023	PCa53687	10	3069	3799	0.807844169518294
PCa3023	PCa53687	11	2866	3503	0.818155866400229
PCa3023	PCa53687	12	2683	3291	0.815253722272865
PCa3023	PCa53687	13	2515	3110	0.808681672025724
PCa3023	PCa53687	14	2330	2904	0.802341597796143
PCa3023	PCa53687	15	2218	2743	0.808603718556325
PCa3023	PCa53687	16	2121	2629	0.806770635222518
PCa3023	PCa53687	17	2005	2496	0.803285256410256
PCa3023	PCa53687	18	1887	2391	0.789209535759097
PCa3023	PCa53687	19	1809	2281	0.79307321350285
PCa3023	PCa53687	20	1728	2191	0.788680967594706
PCa3023	PCa53687	21	1643	2093	0.784997611084568
PCa3023	PCa53687	22	1590	2018	0.78790882061447
PCa3023	PCa53687	23	1520	1943	0.782295419454452
PCa3023	PCa53687	24	1469	1876	0.783049040511727
PCa3023	PCa53687	25	1414	1808	0.782079646017699
PCa3023	PCa53687	26	1381	1757	0.785998861696073
PCa3023	PCa53687	27	1341	1720	0.779651162790698
PCa3023	PCa53687	28	1284	1678	0.765196662693683
PCa3023	PCa53687	29	1270	1648	0.770631067961165
PCa3023	PCa53687	30	1242	1617	0.768089053803339
PCa3023	PCa56413	3	5360	7471	0.717440770981127
PCa3023	PCa56413	4	5253	6738	0.779608192341941
PCa3023	PCa56413	5	5002	6045	0.827460711331679
PCa3023	PCa56413	6	4566	5428	0.841193809874724
PCa3023	PCa56413	7	4196	4900	0.856326530612245
PCa3023	PCa56413	8	3821	4425	0.863502824858757
PCa3023	PCa56413	9	3525	4119	0.855790240349599
PCa3023	PCa56413	10	3287	3799	0.865227691497763
